更新时间,#genre#
20260925 04:29,url

RespoTime,whitelist,#genre#
647.26ms,浙江国际,http://ali-vl.cztv.com/channels/lantian/channel010/360p.m3u8
647.45ms,Inazuma Eleven,https://jmp2.uk/plu-632c6df43d2bc5000751f621.m3u8
647.53ms,Pluto TV Policial,https://jmp2.uk/plu-678fdf9e3de7c8cf948e8824.m3u8
647.54ms,Impact TV (Romania),https://live.tvimpact.ro:8088/hevc/index.m3u8
647.69ms,Tele Bruzzano,https://playerssl.telemia.tv/fileadmin/hls/Telebruzzano/telebruzzano_mediachunks.m3u8
647.82ms,Суспільне Суми Ⓢ,http://cdnua05.hls.tv/630/hls/f62d71219200da4130d13b21d23fb23c/4798/stream.m3u8
647.85ms,Pluto TV Bud & Terence (Sweden),https://jmp2.uk/plu-65b917720d9ab4000833f323.m3u8
647.87ms,Siembra TV (Dominican Republic),https://streamunoapp.com:3809/live/siembratvlive.m3u8
647.97ms,BBC NEWS,http://d029dcec.kazmazpaz.ru/iptv/FHKC2D3GGKYK3Q/545/index.m3u8
648.20ms,On The Case,https://jmp2.uk/plu-62cd971cec90c20007081050.m3u8
648.45ms,甘肃都市,https://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8
648.48ms,斗鱼电影HD5,http://epg.112114.xyz/douyu/263824
648.60ms,Salam TV,https://live.salamtelevisi.com/hls/0/stream.m3u8
648.62ms,THE WEATHER CHANNEL,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/102226.ts
648.78ms,Now Sports Premier League TV ,http://tv-213424.ifiesta.net:80/TV-7926745948196/892281004173/199974
648.89ms,BATV Educational Channel,https://livestream.telvue.com/billerica2/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
649.07ms,女团23,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000citu8rvog65k6lms6p9g&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
649.25ms,全粤语Club风格汽车慢摇串烧DJ,http://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cpp7b2nog65rhkqq6tpg
649.26ms,Nickelodeon en espanol,https://jmp2.uk/plu-5d8d08395f39465da6fb3ec4.m3u8
649.34ms,如懿传,http://8.155.43.98:35455/huya/29465868
649.36ms,Radio Tele Ginen,http://teleginen.srfms.com:1935/teleginen/livestream/playlist.m3u8
649.48ms,First Channel (1TV),https://tv.cdn.xsg.ge/gpb-1tv/index.m3u8
649.52ms,桦甸,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
649.55ms,Gigant FM,https://video.uitzending.tv:19360/gigantfm/gigantfm.m3u8?checkedby:iptvcat.com
649.64ms,MTV Classic BR,https://jmp2.uk/plu-66a01dcb8561260008b0a41d.m3u8
649.72ms,TVE Internacional Europe-Asia,https://rtvelivestream-rtveplayplus.rtve.es/rtvesec/int/tvei_eu_main_dvr_1080.m3u8
649.73ms,Guada TV [Not 24/7],https://cloud.streamingconnect.tv/hls/guadatv/guadatv.m3u8
649.85ms,MTV Reality (Sweden) DK,https://jmp2.uk/plu-685137f4a1e091e16f2dd471.m3u8
649.85ms,MTV Teen Mom (Sweden) NO,https://jmp2.uk/plu-61c1df62b7672a0007b6c9ba.m3u8
650.00ms,张杰-就算没有如果,https://vdse.bdstatic.com//b362a1c2ecbc60b18d3dc06cdc97f142.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A58%3A51Z%2F-
650.06ms,抖音夜夜夜漫长,https://vdse.bdstatic.com//13da18e12728e9d7849f6589a3070b4c.mp4
650.34ms,FEM3 (TV2 Klub),http://88.212.15.19/live/test_fem3_atktv/playlist.m3u8
650.36ms,森林是我家3,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/14b683f0668f404a9bb8ea74d14c5c8e/1200.m3u8
650.48ms,w_400,https://live.ottiptv.cc/yy/1382773714
650.59ms,火炬手,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c54t79jc77u7est4rcn0&ratio=720p&line=0
650.59ms,Las Tortugas Ninja,https://jmp2.uk/plu-63dd5d7a4e83e700088fbca8.m3u8
650.92ms,Pluto TV Kids Classics,https://jmp2.uk/plu-609e7e423e9173000706a681.m3u8
651.14ms,2021年最好听的DJ串烧,https://vdse.bdstatic.com//cd396057d1fbcb12f0600d38a16effbc.mp4
651.19ms,Inedit TV,https://hls02ns.antenaplay.ro/hls/inedit-tv-hd/index.m3u8
651.32ms,El País,https://d2epgk1fomaa1g.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-9n8y4tw0bk3an/live/fast-channel-el-pais/fast-channel-el-pais.m3u8
651.38ms,Persiana Nostalgia,https://noshls.persiana.live/hls/stream.m3u8
651.41ms,Noticias RCN,https://jmp2.uk/plu-67d9b0ebc290c9499046e88f.m3u8
651.69ms,El Canal Feliz,http://streaming.multicontenidos.cl:8081/live/canalfeliz/playlist.m3u8
651.72ms,Ready TV Canal 6 [Not 24/7],https://streaming.telecablecentral.com.do/ReadyTV/ReadyHD/playlist.m3u8
652.05ms,荒野里的呼唤,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/de55f16b130042b19472ef89e184d719/1200.m3u8
652.07ms,Pluto TV Adult Animation,https://jmp2.uk/plu-67f68bd2135aeda9ddf0ef54.m3u8
652.11ms,Notisur TV [Not 24/7],https://ss2.tvrdomi.com:1936/notisur/notisur/playlist.m3u8
652.16ms,Pluto TV Paranormal (Germany) GB,https://jmp2.uk/plu-5d4af2ffa9506ab29cf38c38.m3u8
652.16ms,香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8?
652.23ms,邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
652.23ms,Pluto TV Velocidad,https://jmp2.uk/plu-5dd6dc7480e3550009133d4a.m3u8
652.69ms,观剧无限惊喜,https://www.goodiptv.club/huya/29465853
652.73ms,Naruto Brazil,https://jmp2.uk/plu-5f6df5a173d7340007c559f7.m3u8
652.73ms,Hosanna TV Global,https://ktismaservers.in:3349/live/hosannatvlive.m3u8
652.73ms,超级狮子群的故事(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8986640e9a3f43be9ffe66f0feb41f72/1200.m3u8
652.83ms,US: HLN,http://fastcable.click:5050/stacey1969@hotmail.com/VrcCGPNFba/418122
653.03ms,敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8?zjild
653.05ms,TV BRICS Africa,https://cdn.freevisiontv.co.za/sttv/smil:brics.stream.smil/playlist.m3u8
653.07ms,insomnia,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cmso8mjc77u3n6klkh40&ratio=720p&line=0
653.07ms,冰雪世界狼女王(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d85457ff45154ff8bdf74e73422e99a4/1200.m3u8
653.24ms,Canal 1,https://vid.canal1cr.com:3424/multi_live/play_720.m3u8
653.30ms,Flowers TV USA,https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/flowers_nim_https/050522/flowers/playlist.m3u8
653.47ms,香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
653.84ms,Tosh.0 (United States),https://jmp2.uk/plu-5dae084727c8af0009fe40a4.m3u8
653.89ms,Divya Darshan TV,http://live.divyadarshantv.com/hls/stream.m3u8
653.91ms,Armenia 1,https://ifl01eu-new.bozztv.com/am1abr/index.m3u8
653.97ms,Pluto TV Series de Drama,https://jmp2.uk/plu-655f636d954b020008c93299.m3u8
654.20ms,Noroc TV,https://media.noroc.tv/noroc/bitrate_1080p.m3u8
654.76ms,炊事班的故事,https://live.ottiptv.cc/yy/1382749901
655.02ms,TV3V,https://tv3v.live-kd.com/live/tv3v/livestream/index.m3u8
655.12ms,小熊的故事3,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3564b5460bea444b8712fb1cb0a59c00/1200.m3u8
655.14ms,Dacha,https://dash2.antik.sk/live/test_dacha_tv_atktv/playlist.m3u8
655.31ms,RTVC,https://cdn140m.panaccess.com/HLS/RTVC/index.m3u8
655.42ms,Real Madrid TV,https://rmtv.akamaized.net/hls/live/2043153/rmtv-es-web/master.m3u8
655.68ms,US: BLOOMBERG,http://fastcable.click:5050/stacey1969@hotmail.com/VrcCGPNFba/418113
655.73ms,动漫,https://live.ottiptv.cc/yy/1382747970
655.91ms,草原上的大猫王国,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e98eed67d3164ec0a2f5a9215693f7a8/1200.m3u8
656.04ms,Pluto TV Cucina,https://jmp2.uk/plu-608aa718a8ec810007d87fee.m3u8
656.30ms,古老的活化石恒河鳄(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/966f8103448c4dcdabee095eeb340451/1200.m3u8
656.37ms,女团11,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cmog71bc77u0ct76qgu0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
656.69ms,狮族迷踪1,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/801151749824437aaa0afa87bfcf7abf/1200.m3u8
656.86ms,都市剧专区,http://1.14.124.206:35455/huya/29982666
656.88ms,Global News Saskatoon,https://jmp2.uk/plu-62cc00359cb58900088dc840.m3u8
656.98ms,女团22,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ch3vhqjc77u1uolbon1g&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
656.99ms,Retro,http://stream.mediawork.cz/retrotv/retrotvHQ1/playlist.m3u8
657.04ms,MTV Dating (United States) LatAm,https://jmp2.uk/plu-6851b909954170e0128bc71d.m3u8
657.11ms,Fuego TV [Not 24/7],https://streamunoapp.com:3553/live/cromtvlive.m3u8
657.11ms,Heliconia Radio TV,https://eu1.servers10.com:8081/8178/index.m3u8
657.23ms,Logos TV English (1080p) [Not 24/7],https://5aafcc5de91f1.streamlock.net/logoschannel.com/logoseng/playlist.m3u8
657.25ms,家有儿女,http://live.ottiptv.cc/huya/11352872
657.33ms,Persiana Comedy,https://comedyhls.persiana.live/hls/stream.m3u8
657.35ms,South Park: Cartman Collection (United States),https://jmp2.uk/plu-65df4934f7f0af0008c32545.m3u8
657.35ms,Telenorte,https://627bb251f23c7.streamlock.net:444/TopRadioTV/TopRadioTV/playlist.m3u8
657.59ms,爱与狗相伴,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/530a12d274184293802f51c38603f75a/1200.m3u8
657.63ms,容祖儿-怯,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c383g33c77u99amrpkl0&ratio=720p&line=0
657.77ms,Junior Technologia TV [Not 24/7],https://streamunoapp.com:3616/live/juniorrodrigueztvlive.m3u8
657.88ms,海鬣蜥的故事,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d19635c3f57f4e538e078569ac796fd6/1200.m3u8
657.89ms,Sky Folk,https://skyfolk.mk/live.m3u8
658.49ms,Global News,https://jmp2.uk/plu-62cbef9ebb857100072fc187.m3u8
658.73ms,Syri,https://stream.syritv.al/live/syritv/playlist.m3u8
658.75ms,TV Pirveli,http://nue01-edge01.itdc.ge/pirvelitv/mpegts
658.81ms,Paranormal State,https://jmp2.uk/plu-60804d85858bd00007c5d591.m3u8
658.85ms,经典传奇2018,https://live.ottiptv.cc/yy/1382745184
658.91ms,彩蛇之舞,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/002334474c7c4b8b98bad237a7bdeb7b/1200.m3u8
658.92ms,浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
658.96ms,杨小壮-孤芳自赏,https://vdse.bdstatic.com//650fda26067e619a8632b173052b3a08.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A59Z%2F-1%2Fhost
659.02ms,That's Why You Go Away,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300f2b0000btjbvrnm1ok3likh5big&ratio=720p&line=0
659.16ms,张韶涵-无名的人,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ctari87og65ksgs0rnpg&ratio=720p&line=0
659.32ms,生存的望(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/fd00ce388b994d7195dbefc1beb5726b/1200.m3u8
659.34ms,飞儿乐团-你的微笑,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c9t0f8rc77u1ksr5jbj0&ratio=720p&line=0
659.40ms,U Channel,https://srs.u-channel.tv/live/uchannel-tv.m3u8
659.42ms,Dudelange TV,https://streamer20.multimedia.blue/Eltrona/DudelangeTV/playlist.m3u8
659.43ms,Black Family Sitcoms,https://jmp2.uk/plu-686d61503484d6073283059d.m3u8
659.44ms,十首伤感DJ情歌,https://vdse.bdstatic.com//5319e5b5cd1ad9d27a21b9bf4ad534ba.mp4
659.45ms,海洋里的神奇家族(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5775e1919dca48169eb22986804455b3/1200.m3u8
659.58ms,邓岳章-不做情人,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cfrhffjc77ua9ospmb0g&ratio=720p&line=0
659.58ms,李嘉嘉-陪我过个冬,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cu52vrnog65hk7oo3ni0&ratio=720p&line=0
659.78ms,许绍洋-花香,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200f290000bt10bsspfrfvn0rsvfhg&ratio=720p&line=0
659.80ms,非洲水牛战狮群(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/76d3b3c55eaf44b198ceb0f456f41416/1200.m3u8
659.90ms,MovieSphere CA,https://jmp2.uk/plu-64a3d96f060e830008af6745.m3u8
659.91ms,动物搏击赛,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/22ef116331af49a782d42488e396837e/1200.m3u8
659.98ms,兵团五师双河新闻综合,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8?fbl=
659.98ms,水浒传,http://222.186.39.21:35466/huya/26355860
660.01ms,角马幸运儿(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/67b7d65e3b3e4b509e314e65937ef369/1200.m3u8
660.03ms,hymn  for the weekend,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300f360000bv64mkrphouv4f2o1kpg&ratio=720p&line=0
660.20ms,捕食者追猎现场(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/853b68324c2e4718ad08298aaed459b7/1200.m3u8
660.26ms,飞儿乐团-月牙湾,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000c4tmklbc77u4upig9730&ratio=720p&line=0
660.73ms,ОНТ Ⓢ,https://ngtrk.dc.beltelecom.by/ngtrk/smil:ont.smil/playlist.m3u8
661.07ms,Radio Fantasia TV,https://v2.tustreaming.cl/fantasiatv/index.m3u8
661.09ms,Villa Mantero TV,https://micanal.ovh/livestreams/515.AUTOOAAZ721F.m3u8
661.18ms,新三国演义,http://live.ottiptv.cc/huya/11352944
661.19ms,妖神记,https://live.ottiptv.cc/yy/1382745171
661.54ms,水牛向前冲(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2f05eb49b3a049c88a848a1104dc856f/1200.m3u8
661.54ms,海洋里的神奇家族(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ef8e561920694e4a81cd1933314610cb/1200.m3u8
661.54ms,30A We Love Cars (720p),https://30a-tv.com/feeds/vidaa/cars.m3u8
661.57ms,Married with Children,https://jmp2.uk/plu-66bb3212fe11e5000883ea6b.m3u8
661.64ms,几首比较火的DJ情歌,https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
661.65ms,Television Espoir 47,https://cdn140m.panaccess.com/HLS/Espoir47/index.m3u8
661.71ms,The Conners,https://jmp2.uk/plu-66e2a94d167a8b000813485d.m3u8
661.97ms,MLB,https://jmp2.uk/plu-5e66968a70f34c0007d050be.m3u8
662.22ms,斗鱼电影HD1,http://epg.112114.xyz/douyu/20415
662.23ms,超级狮子群的故事(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1c0a25fcb5564e02a435ec33fbdc4888/1200.m3u8
662.29ms,Sky News,https://jmp2.uk/stvp-USBB52000022Q
662.46ms,美丽中国说,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
662.66ms,TeleMas [Not 24/7],https://acceso.mediosdecostarica.com:3192/hybrid/play.m3u8
663.14ms,未知,https://stream2.jlntv.cn/sptv/sd/live.m3u8
663.27ms,CANAL M Television,https://live-evg10.tv360.bitel.com.pe/bitel/anqaratv/playlist.m3u8
663.32ms,Pluto TV Juniorklubben DK,https://jmp2.uk/plu-61c09a78bd194c0008decc28.m3u8
663.34ms,RN7,https://streams.rn7.nl/memfs/49823eea-a17d-4e39-a435-75b6d60df96e.m3u8
663.35ms,欢乐小贩,https://live.metshop.top/douyu/9403690
663.64ms,蔡明小品,http://120.78.6.151:8968/yy.php?id=1354936177
663.68ms,One Piece LatAm,https://jmp2.uk/plu-5ff4b9ccf938f8000779eb99.m3u8
664.19ms,CCTV12,https://play.kankanlive.com/live/1698423511884917.m3u8
664.37ms,Radio y Television Marti (720p),https://ocb-ingest.akamaized.net/hls/live/2037032/tvmc01/playlist.m3u8
664.39ms,女团19,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cj574fjc77u6kmde8830&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
664.48ms,Pluto TV Anime LatAm,https://jmp2.uk/plu-5dcde17bf6591d0009839e02.m3u8
664.48ms,Pluto TV True Crime (Germany) IT,https://jmp2.uk/plu-66d9ab4bf0f17500084e9b7e.m3u8
664.55ms,大水獭桑丘的故事(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9934a6c232264addaf109ac76f21e7da/1200.m3u8
664.58ms,lone Ranger,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c67opt3c77u4kb9gjuu0&ratio=720p&line=0
664.64ms,萧亚轩-错的人,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fd00000br0711gi8qol0f2n3720&ratio=720p&line=0
664.93ms,狮族迷踪3,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5e01c3ff2a5844ab80643ce67ba29026/1200.m3u8
665.27ms,More True Crime,https://jmp2.uk/plu-6532e6a9bdf3cf000887ab29.m3u8
665.30ms,MTV Reality (Sweden),https://jmp2.uk/plu-685139b0f7d8b74b62f41c96.m3u8
665.47ms,You Don't Know me,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200ffd0000bughtrht4rmmsdcm6fu0&ratio=720p&line=0
665.48ms,香港环球卫视,rtmp://live.pyscripter.com/HKgstv_com/www_hkgstv_com?auth_key=6001723702257-0-0-1a56ccd327477eb45e7da54c8be2a6b5
665.54ms,兽语如歌,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9d7bcf3e27d941cfac2e6c933ad9b543/1200.m3u8
665.55ms,Pluto TV Naturaleza,https://jmp2.uk/plu-5dd85eac039bba0009e86d1d.m3u8
665.56ms,街道办GDC/欧阳耀莹-春娇与志明,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000chcm34rc77u9287g2210&ratio=720p&line=0
665.64ms,容祖儿-续集,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cdaap5bc77u0ioga7ah0&ratio=720p&line=0
665.74ms,我和僵尸有个约会,http://live.ottiptv.cc/huya/21059571
665.78ms,2021热门伤感DJ,https://vdse.bdstatic.com//06b4e9b185b843e694e4d20e9b0a0aac.mp4
665.78ms,Daystar TV Espanol,https://live-mcl.cdn01.net/smarttv/64wj6m6d8/playlist.m3u8
665.98ms,Comedy Central Roast,https://jmp2.uk/plu-6641fd41b18d700008e7e2b8.m3u8
666.13ms,iCarly (Sweden) NO,https://jmp2.uk/plu-61c1d9b31a9c310008f8ee57.m3u8
666.31ms,飞儿乐团-lydia,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v1e00fgi0000cu0hhh7og65rn9pfdt0g&ratio=720p&line=0
666.32ms,CNBC Arabiya,https://cnbc-live.akamaized.net/cnbc/master.m3u8
666.47ms,Atacama Noticias [Not 24/7],https://v2.tustreaming.cl/atacamanoticias/index.m3u8
666.55ms,MTV Spankin' New CA,https://jmp2.uk/plu-6541010f770cf1000866be98.m3u8
666.60ms,Radio Sines [Geo-blocked],https://load-balancer.azotosolutions.com/cdnedge19/smil:live19.smil/playlist.m3u8
666.62ms,MTV Rocks LatAm,https://jmp2.uk/plu-66a01b52a4ee27000808ea36.m3u8
666.71ms,镜头里的真相1,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/df70034b3a4243bd888d18b8b877787d/1200.m3u8
666.86ms,Realitatea Sportiva,https://stream.realitatea.net/realitatea/sportiva_md/ts:playlist.m3u8
666.92ms,Turbo,https://jmp2.uk/plu-66f55c3955567d0008ef9b68.m3u8
667.05ms,人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
667.07ms,Rustavi 2,http://nue01-edge01.itdc.ge/rustavi2hqnew/mpegts
667.13ms,孙艺琪寂寞的人别听伤感情歌,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
667.25ms,Pluto TV Vida Real LatAm,https://jmp2.uk/plu-5df265697ec3510009df1ef0.m3u8
667.30ms,Til julefrokost hos r8Dio,https://jmp2.uk/plu-69256bd7db5cc2f81d8a1a08.m3u8
667.35ms,Noor TV (United Kingdom),https://sscsott.com/srt/noortvuk/index.m3u8
667.46ms,野性美洲(五),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/58a370a91cbf49858c18e6d72007d12e/1200.m3u8
667.65ms,iCarly (Sweden),https://jmp2.uk/plu-61c185049e0bde0007820039.m3u8
667.94ms,El Trece,https://livetrx01.vodgc.net/eltrecetv/index.m3u8
667.95ms,女团18,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cea1cmjc77u6oags3i6g&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
668.00ms,Now Sports Premier League 4 F,http://tv-213424.ifiesta.net:80/TV-7926745948196/892281004173/199978
668.07ms,蒋小呢-for,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c4k69ujc77u3f5l37i50&ratio=720p&line=0
668.12ms,舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8?_upt=332db6421699196585
668.23ms,野性美洲3,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1156d95bcf554d0e9df1688e8a6fd55d/1200.m3u8
668.27ms,BS朝日,https://naori-test.netgenx.site/pxx.php?shk_cid=bs04
668.33ms,四川|武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8
668.47ms,精选粤语dj串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cpucv77og65tcsi9n2hg&ratio=720p&line=0
668.54ms,Channel 9 (Israel),https://contact.gostreaming.tv/Con-11/index.m3u8
668.54ms,EsTuTele,https://cloud.streamingconnect.tv/hls/estutele/estutele.m3u8
668.56ms,Pluto TV Shore,https://jmp2.uk/plu-67e3b0d2443f0671bc8a1297.m3u8
668.63ms,pink-try,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000ctft5s7og65u0hdbnig0&ratio=720p&line=0
668.67ms,Twins-朋友仔,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cdsbamrc77u2p0aq3a00&ratio=720p&line=0
668.67ms,Pixel TV (Poland),https://jmp2.uk/plu-66bb374ba4ee27000841a62c.m3u8
668.74ms,WOS,https://ms2.mx-cd.net/dtv-11/99-660295/WOS.smil/playlist.m3u8
668.81ms,姐夫与小舅子-陈佩斯朱时茂,https://vdse.bdstatic.com//ea09456ca8ef9b179565ea954773e7e0.mp4
668.82ms,Becker (Sweden),https://jmp2.uk/plu-672e16f5daad7f0008929a0d.m3u8
668.97ms,BBS TV (South Korea),http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
669.08ms,斗鱼电影HD4,http://epg.112114.xyz/douyu/85894
669.46ms,斗鱼3,http://epg.112114.xyz/douyu/8770422
669.52ms,Tosh.0 (Sweden),https://jmp2.uk/plu-65e97856ec9fda0008cb453c.m3u8
669.67ms,龙飘飘《我没醉》,https://vdse.bdstatic.com//3d48e45e47836cd75c202ec957260837.mp4
669.74ms,Nevada,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300ff30000but4f2452a13sf6temog&ratio=720p&line=0
669.93ms,Radio UC,https://oracle.streaminghd.cl/radiouc/radiouc/playlist.m3u8
669.97ms,Pluto TV Space (Sweden),https://jmp2.uk/plu-61b86c6ef30f5d0007e4c6d1.m3u8
670.02ms,Reality,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fb00000bup46gpu718r2jkqr92g&ratio=720p&line=0
670.03ms,凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
670.09ms,Muzyka 1 [Not 24/7],https://kino-1.catcast.tv/content/37745/index.m3u8
670.09ms,More TV Drama,https://jmp2.uk/plu-613260e4bdb71c00070d63fa.m3u8
670.12ms,鄂尔多斯新闻,http://play1-qk.nmtv.cn/live/1735546299241021.m3u8
670.26ms,Brondby TV,https://jmp2.uk/plu-685029cda1e091e16ff57fc8.m3u8
670.26ms,Radio Hogar,https://www.streaming507.net:19360/videoradiohogar/videoradiohogar.m3u8
670.31ms,歌MV3,http://vd4.bdstatic.com/mda-jhid37v9u4vny09j/sc/mda-jhid37v9u4vny09j.mp4
670.40ms,BS日テレ,https://naori-test.netgenx.site/pxx.php?shk_cid=bs03
670.40ms,家有萌狗,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0fb39f83b1764305bd0216f15b8ab88a/1200.m3u8
670.52ms,Kibris TV,https://old.kuzeykibris.tv/m3u8/kktv.m3u8
670.61ms,Oromar TV+,https://stream.oromar.tv/hls/camriva/index.m3u8
670.68ms,未知,https://event.pull.hebtv.com/live/live101.m3u8
670.82ms,MTV Catfish (United States),https://jmp2.uk/plu-64f8a2a23a0d700008a6ed7b.m3u8
670.90ms,Bir TV,https://edge.taksimbilisim.com/birtv/bant1/playlist.m3u8
670.94ms,浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8
671.00ms,ReTV,https://retv2132.bstrm.net/slive/_definst_/retv_retv_channel_5k7_42787_default_891_hls.smil/playlist.m3u8
671.03ms,「中」翁立友-拼命的坚持,http://vd4.bdstatic.com/mda-jd9ksvdjk0n3qiae/hd/mda-jd9ksvdjk0n3qiae.mp4
671.12ms,张芸京-偏爱,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v1e00fgi0000csmuo9fog65j08392110&ratio=720p&line=0
671.46ms,白城大安新闻综合,http://stream6.jlntv.cn/da/playlist.m3u8
671.51ms,动物搏击运动会,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f74c44316a34ea482ecae43f5c12fa8/1200.m3u8
671.54ms,Vantage Music [Geo-blocked],https://cdn-backup.lulzy.eu/vmusic_stream/index.m3u8
